key,id,baseline,domain,subdomain,area,text
"CRB:5.12.4.7","5.12.4.7","CRB","Technology and Operations","Logging, Monitoring, and Security Incident Management","Forensics and Evidence Collection","Chain of custody shall be maintained for all evidence collected, with documented transfers, dates, and individuals involved."
"CRB:5.12.4.8","5.12.4.8","CRB","Technology and Operations","Logging, Monitoring, and Security Incident Management","Forensics and Evidence Collection","Evidence shall be protected with Cryptographic Hash Functions (CHF) (e.g., SHA-256, SHA- 512) to ensure it is not tampered. Verification of integrity shall take a place before and after any forensic task."
"CRB:5.12.4.9","5.12.4.9","CRB","Technology and Operations","Logging, Monitoring, and Security Incident Management","Forensics and Evidence Collection","Every forensic task shall be logged and documented, including at a minimum: a) tools and techniques used, with version numbers and configurations; b) time-stamped activities from the start to the conclusion of each forensic task; and c) observations or anomalies detected during the investigation."
"CRB:5.12.4.10","5.12.4.10","CRB","Technology and Operations","Logging, Monitoring, and Security Incident Management","Forensics and Evidence Collection","Regulated Entities shall establish Digital Forensics and Incident Response (DFIR) capabilities through either establishing internal 24/7 cyber incident responders or external cyber incident response retainers such as forensic experts or forensic service providers, to enable smooth cooperation during investigations. DFIR shall include: a) define roles, responsibilities, scope of collaboration, confidentiality obligations, data sharing protocols, and timelines for joint activities; b) ensure compliance with legal, regulatory, and privacy requirements, especially for cross-boarder investigations; and c) Service Level Agreements (SLAs)."
"CRB:5.13.1.1","5.13.1.1","CRB","Technology and Operations","Cybersecurity Testing and Threat Management","Vulnerability Management","A vulnerability management process shall be defined, approved, implemented, monitored, measured, reviewed annually and updated. The process shall include vulnerability discovery, classification, prioritization, and treatment."
"CRB:5.13.1.2","5.13.1.2","CRB","Technology and Operations","Cybersecurity Testing and Threat Management","Vulnerability Management","Vulnerability assessments (e.g., missing security updates, missing baseline configuration, application security testing, penetration testing, and code reviews) of network, systems, and applications shall be conducted on periodic basis or whenever significant changes occur to the environment, to identify the existence of vulnerabilities and classify them based on their impact."
"CRB:5.13.1.3","5.13.1.3","CRB","Technology and Operations","Cybersecurity Testing and Threat Management","Vulnerability Management","Timelines or matrices for addressing vulnerabilities shall be defined based on the type of test conducted, criticality of the asset, severity of the vulnerability, and associated risk level."
"CRB:5.13.1.4","5.13.1.4","CRB","Technology and Operations","Cybersecurity Testing and Threat Management","Vulnerability Management","Regulated Entities shall receive notifications from external threat intelligence feeds and other trusted information sources about latest vulnerabilities. The Entities shall follow a formal risk-based approach for prioritizing and treating the vulnerabilities identified and notifications received in line with the risk management process."
"CRB:5.13.1.5","5.13.1.5","CRB","Technology and Operations","Cybersecurity Testing and Threat Management","Vulnerability Management","Regulated Entities shall conduct validation after remediating the vulnerabilities to assess and confirm whether the gaps addressed are in line with documented risk mitigation decisions."
"CRB:5.13.1.6","5.13.1.6","CRB","Technology and Operations","Cybersecurity Testing and Threat Management","Vulnerability Management","Regulated Entities shall use external attack surface management to discover, monitor and address vulnerabilities within the public facing assets."
